id,saleprice,lot_area,garage_area,gr_liv_area,overall_qual,total_bsmt_sf,age,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,not_remodeled,no_pool,no_fireplace
635,139000,9600,338.0,1632,6,1240.0,51,0,0,0,0,0,1,0,0,0,0,0,1,1,0
432,451950,13478,842.0,2296,10,1722.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
900,119900,10926,0.0,1678,5,1678.0,50,0,1,0,0,0,1,0,0,0,0,0,1,1,1
966,220000,6853,471.0,1296,8,1267.0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1612,167300,10667,525.0,1587,6,1587.0,36,0,0,0,0,0,1,0,0,0,0,0,1,1,0
904,122000,8212,256.0,1298,5,720.0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2487,125000,9100,504.0,1728,5,1728.0,43,0,1,0,0,0,1,0,0,0,0,0,1,1,1
1304,112500,6000,288.0,928,5,928.0,51,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2112,191000,9316,578.0,1795,7,879.0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1244,136000,9464,288.0,1080,6,1080.0,50,0,0,0,0,0,1,0,0,0,0,0,1,1,1
843,197900,10400,546.0,1779,7,866.0,11,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2689,117000,5310,255.0,1635,6,485.0,96,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2753,194000,7406,632.0,1220,7,1199.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1169,285000,4538,545.0,1310,9,1310.0,7,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1376,127500,10106,0.0,1355,5,644.0,68,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2503,268000,13346,590.0,2295,7,1095.0,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1987,137000,9639,342.0,1798,4,1075.0,107,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1190,215000,15387,578.0,1620,7,1620.0,41,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1930,129500,10050,336.0,1216,5,1216.0,52,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2677,115000,6240,240.0,1344,5,896.0,70,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1256,114000,7506,288.0,1159,5,747.0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2484,107000,8900,384.0,1056,4,1056.0,40,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1253,118500,8480,336.0,1216,5,832.0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1337,120000,6000,208.0,1158,6,862.0,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1788,260000,8847,484.0,1538,8,1538.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1
141,136000,8050,308.0,1143,5,1143.0,51,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1669,123000,8294,480.0,872,4,858.0,36,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1366,89500,7920,0.0,1406,6,319.0,88,0,0,0,0,0,0,0,0,0,0,0,1,1,1
52,199500,18494,430.0,1324,6,1324.0,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1380,109900,7162,408.0,904,5,876.0,42,0,0,0,0,0,1,0,0,0,0,0,1,1,1
919,234000,10918,282.0,2080,7,1276.0,83,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2804,155900,4435,420.0,848,6,848.0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0
782,161500,11250,304.0,1788,4,1104.0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
956,137500,14375,525.0,1344,6,819.0,51,0,0,0,0,0,0,0,0,0,0,1,1,1,0
187,76500,9045,0.0,2256,5,840.0,100,1,0,0,0,0,0,0,0,1,0,0,1,1,1
2074,211000,10029,521.0,2060,6,1151.0,19,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1039,181000,4060,511.0,1337,6,1405.0,10,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1210,174900,9020,490.0,1165,6,1127.0,42,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2710,164500,11777,564.0,1320,5,1164.0,40,0,0,0,0,0,0,0,0,0,0,1,1,1,0
44,214000,10171,532.0,1535,7,1517.0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1026,185000,10400,489.0,2044,7,738.0,28,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1343,123000,6240,336.0,1136,4,704.0,79,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2248,183500,12150,486.0,1299,6,1001.0,28,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1849,174000,2645,492.0,1441,8,776.0,8,0,0,1,0,0,0,0,0,1,0,0,0,1,1
2076,130000,22692,649.0,1630,5,1073.0,54,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2641,178000,9600,546.0,1641,7,728.0,81,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,189900,13830,482.0,1629,5,928.0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0
878,144000,4435,420.0,848,6,848.0,6,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1548,120500,5890,432.0,816,6,816.0,78,0,0,0,0,0,1,0,0,0,0,0,0,1,1
841,145000,10859,672.0,1097,5,1097.0,15,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1621,251000,5330,499.0,1652,8,1494.0,7,0,0,0,1,0,1,0,0,0,0,0,1,1,1
218,136500,10778,0.0,1768,4,1768.0,42,0,1,0,0,0,1,0,0,0,0,0,1,1,1
1504,82500,6845,0.0,1152,4,0.0,53,0,1,0,0,0,1,0,0,0,0,0,1,1,1
946,57625,21780,280.0,810,2,0.0,99,0,0,0,0,0,1,0,0,0,0,0,1,1,1
455,212500,10307,484.0,1358,7,1350.0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2906,164000,4500,402.0,1216,6,1216.0,8,0,0,1,0,0,1,0,0,0,0,0,1,1,1
2878,139000,9060,384.0,1638,6,967.0,49,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1173,160000,2160,462.0,1252,7,600.0,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1
985,149000,7669,698.0,883,5,828.0,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0
975,130000,9858,288.0,874,5,864.0,41,0,0,0,0,0,1,0,0,0,0,0,1,1,1
202,140000,10300,480.0,1710,7,576.0,89,0,0,0,0,0,0,0,0,1,0,0,0,1,1
528,264500,8125,517.0,1836,8,1836.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2579,141000,14850,299.0,1092,5,1092.0,49,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1841,199900,4274,569.0,1241,7,1241.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
591,167900,9650,630.0,1334,6,1350.0,32,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1897,181900,14585,572.0,1429,6,1144.0,47,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70,262500,9000,750.0,1566,8,1566.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1
590,230000,13774,520.0,2288,7,908.0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1172,328900,5119,506.0,1709,9,1698.0,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1714,232698,9254,554.0,1721,8,1721.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1
829,221800,10324,810.0,1254,8,1254.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1397,152400,8375,627.0,1350,5,576.0,67,0,0,0,0,0,0,0,0,0,0,0,0,1,1
877,213000,9750,451.0,1630,7,1630.0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2477,184900,7632,449.0,1585,7,784.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2871,157000,15750,375.0,1336,5,1165.0,53,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2489,144000,9240,576.0,1211,5,864.0,44,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1655,192350,10400,478.0,1353,6,1259.0,28,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1891,163500,8800,440.0,1200,7,1174.0,41,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1419,262280,11839,514.0,2329,7,1475.0,18,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1473,214000,9135,532.0,1536,7,1536.0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2868,230000,14115,470.0,1811,6,1073.0,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1695,280000,14154,947.0,2172,7,1063.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2244,140000,6565,720.0,1073,4,1073.0,50,0,0,0,0,0,1,0,0,0,0,0,0,1,1
169,155000,7700,442.0,1839,6,756.0,44,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2670,64500,4761,0.0,1020,3,1020.0,88,0,0,0,0,1,0,0,0,0,0,0,0,1,1
247,218000,12361,1017.0,1802,6,946.0,17,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2137,160000,9720,576.0,1009,5,995.0,30,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1794,208900,8640,598.0,1338,8,1338.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1498,284700,47007,624.0,3820,5,0.0,49,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1164,146000,3180,540.0,1392,7,689.0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1
1179,245500,14963,500.0,1288,8,1260.0,12,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1340,113000,5000,160.0,1013,6,992.0,82,0,0,0,0,1,0,0,0,0,0,0,0,1,1
436,296000,16870,932.0,1782,8,1782.0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1636,377426,14157,676.0,1922,9,1922.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
421,337500,12456,786.0,1718,10,1700.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
457,552000,14836,949.0,2492,10,2492.0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2834,97900,6956,265.0,936,4,624.0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,1
517,208300,7862,676.0,1218,6,1218.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1566,213000,11050,816.0,1820,7,910.0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1439,188000,8924,527.0,1724,7,880.0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2577,162000,9610,488.0,1336,6,1121.0,48,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2241,152000,13710,282.0,1558,5,910.0,57,0,0,0,0,0,0,0,0,0,0,0,1,1,1
71,254900,12552,678.0,1947,7,991.0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1143,189000,14565,483.0,1657,7,832.0,14,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1021,235000,18559,550.0,2064,7,2048.0,30,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1416,125000,10880,240.0,1164,5,1164.0,58,1,0,0,0,0,1,0,0,0,0,0,1,1,1
35,120000,2280,308.0,836,7,836.0,35,0,0,1,0,0,1,0,0,0,0,0,1,1,1
2904,81500,31250,270.0,1600,1,0.0,55,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2174,118500,11841,0.0,816,6,816.0,17,0,1,0,0,0,0,0,0,0,1,0,1,1,1
522,370878,9187,478.0,1766,9,1766.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2211,145000,6270,871.0,2002,5,1001.0,58,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1539,311500,15660,431.0,1954,7,798.0,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2420,210250,3087,437.0,1364,7,1220.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
2779,200000,13450,492.0,1861,7,916.0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1
953,126000,10125,539.0,1734,5,0.0,32,0,1,0,0,0,0,0,0,0,0,0,1,1,1
658,114000,8146,281.0,1039,4,405.0,109,0,0,0,0,0,0,0,0,1,0,0,1,1,1
714,87500,9600,720.0,1510,4,677.0,99,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1637,349265,12328,729.0,2541,8,1149.0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0
538,203000,10141,845.0,1512,8,1512.0,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1
546,189000,8529,527.0,1434,7,1454.0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,0
533,209000,8127,628.0,1653,7,812.0,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1
718,160000,8400,357.0,2007,6,917.0,109,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1830,129000,10751,431.0,1037,5,1037.0,33,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2929,170000,10010,418.0,1389,5,1389.0,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2207,90350,4280,352.0,694,5,440.0,94,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1417,79000,9600,0.0,1096,6,572.0,84,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2787,149900,9800,552.0,894,5,894.0,34,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1037,123000,7560,576.0,864,5,864.0,37,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2659,87000,9600,779.0,1774,4,1095.0,106,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1567,171000,9880,358.0,1118,6,1096.0,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1225,119000,9600,288.0,1252,6,1032.0,58,0,0,0,0,0,0,0,0,0,0,0,1,1,1
685,132500,7931,672.0,1148,5,1148.0,50,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1358,161000,5100,228.0,1666,8,588.0,83,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1461,274000,9720,725.0,1947,9,1357.0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0
221,125000,8521,336.0,912,5,912.0,43,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2187,98500,8741,0.0,1195,5,1195.0,61,0,1,0,0,0,1,0,0,0,0,0,0,1,1
2504,262000,12461,757.0,1624,8,1624.0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0
855,134900,6950,444.0,914,5,914.0,30,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2258,170000,16905,308.0,1328,5,1350.0,48,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2205,135000,7155,225.0,1461,6,686.0,81,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1158,290000,9205,473.0,2683,6,930.0,18,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1741,173500,7697,462.0,1258,7,1246.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2735,225000,7800,230.0,2008,5,896.0,58,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1888,140500,14357,440.0,1187,5,864.0,46,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2121,126000,8775,299.0,990,5,990.0,13,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1176,170000,2645,480.0,1586,8,960.0,9,0,0,1,0,0,0,0,0,1,0,0,1,1,1
2773,156000,13568,576.0,990,5,990.0,11,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2619,207500,16321,319.0,1600,5,1484.0,49,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1796,255000,8640,590.0,1792,8,896.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1598,94900,1596,297.0,988,4,462.0,35,0,0,1,0,0,0,0,0,0,0,1,1,1,0
1965,140000,7315,338.0,1170,5,1170.0,49,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2651,96900,7614,216.0,1376,3,738.0,101,0,0,0,0,0,0,0,0,1,0,0,0,1,1
609,154000,11000,480.0,1154,5,1154.0,43,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1990,184900,10337,816.0,1772,8,725.0,97,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1053,385000,14803,1220.0,2084,10,2078.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2877,106500,8765,327.0,951,4,951.0,70,0,0,0,0,0,1,0,0,0,0,0,0,1,1
497,327000,12720,810.0,2687,8,1455.0,9,0,0,0,0,0,0,0,0,1,0,0,1,1,0
514,468000,11128,795.0,2490,9,2458.0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
759,135000,5160,384.0,1666,6,1204.0,82,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2474,142500,13072,484.0,1141,6,1141.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1193,141000,8814,470.0,1464,5,732.0,40,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1415,107500,7000,0.0,1347,5,1117.0,98,1,0,0,0,0,0,0,0,1,0,0,0,1,1
2048,108500,4484,240.0,1282,5,672.0,65,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2483,150000,9019,472.0,1320,6,636.0,12,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2883,78000,8520,0.0,936,3,216.0,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1111,235128,11932,830.0,1580,8,1580.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2072,302000,115149,739.0,1824,7,1643.0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1450,163000,14330,440.0,1558,5,864.0,33,0,0,0,0,0,1,0,0,0,0,0,0,1,1
274,84900,8777,240.0,640,3,0.0,65,0,0,0,0,0,1,0,0,0,0,0,0,1,1
413,147000,2308,440.0,1322,6,855.0,35,0,0,0,1,0,0,0,0,1,0,0,1,1,0
751,155000,2500,164.0,1826,7,910.0,94,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2897,180000,8049,484.0,1339,7,1309.0,16,0,0,0,0,0,1,0,0,0,0,0,1,1,0
207,55000,5600,0.0,1092,4,0.0,80,1,0,0,0,0,0,0,0,1,0,0,1,1,1
2269,187500,9590,438.0,1146,7,868.0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0
891,125000,7200,352.0,1125,6,1041.0,33,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2863,250000,11500,180.0,2057,7,1017.0,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1298,78000,6756,200.0,899,5,481.0,98,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1292,118000,11426,0.0,1594,4,828.0,98,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1687,318000,12030,818.0,1694,8,1694.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2749,215000,9554,471.0,1911,8,777.0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2875,72000,8534,0.0,672,4,432.0,81,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1029,180000,11361,478.0,1523,6,1193.0,32,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1581,184000,12416,616.0,1651,6,1606.0,22,0,0,0,0,0,1,0,0,0,0,0,1,1,0
612,124500,9600,270.0,1041,5,1041.0,50,0,0,0,0,0,1,0,0,0,0,0,1,1,1
139,135000,8267,576.0,1604,5,1604.0,52,0,1,0,0,0,1,0,0,0,0,0,1,1,1
1335,164900,6000,240.0,1672,6,981.0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2531,140000,9600,528.0,1164,7,1164.0,37,0,0,0,0,0,1,0,0,0,0,0,1,1,1
681,128000,7350,294.0,1041,5,1041.0,51,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1383,153000,7703,504.0,1034,6,450.0,30,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1359,127500,4347,228.0,1609,6,796.0,98,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1226,141500,9600,264.0,1337,5,572.0,58,0,0,0,0,0,1,0,0,0,0,0,0,1,0
63,325000,12256,712.0,2622,8,1463.0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1869,188500,9547,472.0,1594,7,1594.0,14,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2468,185000,7200,572.0,1262,6,1262.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1135,146000,13072,0.0,1175,6,1175.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
719,119000,3600,280.0,1288,6,624.0,92,0,0,0,0,0,0,0,0,1,0,0,1,1,0
405,112000,1680,280.0,1302,5,630.0,38,0,0,1,0,0,0,0,0,1,0,0,1,1,1
2506,197000,3316,550.0,1247,8,1247.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
2380,412083,16387,831.0,2589,9,1738.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1565,271000,13265,857.0,1689,8,1568.0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1727,200000,3242,478.0,1405,7,1405.0,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1661,174000,8991,585.0,1324,7,1228.0,31,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1967,156500,8000,351.0,1377,5,1377.0,47,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2267,204000,9303,422.0,1756,6,872.0,11,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1389,149350,8544,271.0,1228,5,1228.0,42,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2553,137000,11425,275.0,1008,5,1008.0,52,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1459,222500,11404,541.0,2031,7,1153.0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1739,166000,8229,440.0,1504,6,752.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
172,109500,4485,0.0,936,5,936.0,90,0,0,0,0,0,1,0,0,0,0,0,1,1,0
788,122000,15635,498.0,1383,4,0.0,55,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1979,99900,3153,180.0,967,5,967.0,87,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1801,249700,11096,826.0,1656,8,1656.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
931,158500,14000,300.0,1152,6,1092.0,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2471,139500,7733,0.0,1142,6,1142.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2899,202000,8098,470.0,1403,6,1381.0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2544,145000,8393,588.0,1712,5,1626.0,47,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1386,108959,12900,400.0,1258,4,1198.0,39,0,1,0,0,0,0,0,0,0,1,0,1,1,1
315,160000,57200,572.0,1687,5,747.0,62,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1932,128600,8078,484.0,1560,5,1560.0,49,0,1,0,0,0,1,0,0,0,0,0,1,1,1
1660,197900,12384,550.0,1935,7,793.0,31,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2353,172000,9927,596.0,1083,7,1047.0,30,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2139,130000,16300,308.0,907,5,876.0,30,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1585,195000,7915,435.0,1675,6,1666.0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1602,113000,21750,520.0,988,5,988.0,54,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2888,209000,9116,490.0,1491,8,1491.0,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1
965,213500,14419,578.0,1479,7,1645.0,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0
645,126000,13070,480.0,1112,5,631.0,58,0,0,0,0,0,1,0,0,0,0,0,1,1,1
789,127500,9855,480.0,1689,6,1436.0,53,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1015,334000,8118,557.0,1710,9,1710.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1264,157000,10920,352.0,1253,6,1253.0,48,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1972,125500,6600,294.0,864,5,864.0,45,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1481,189000,8199,410.0,1456,7,728.0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0
954,173000,9947,497.0,1217,7,1188.0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2499,260000,14330,550.0,2646,7,1748.0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0
824,212000,10769,578.0,1768,8,866.0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2769,148000,8846,576.0,914,5,870.0,10,0,0,0,0,0,0,0,0,0,1,0,1,1,1
123,136300,10600,480.0,1775,6,533.0,46,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1862,190000,18890,600.0,2620,5,1361.0,30,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1308,139500,9142,420.0,1627,5,797.0,108,1,0,0,0,0,0,0,0,1,0,0,1,1,1
1758,162000,7750,400.0,1320,7,660.0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2236,100000,6060,264.0,1123,4,732.0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2912,126500,10172,288.0,874,5,864.0,38,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2093,301000,10380,576.0,2730,7,1502.0,21,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2128,204750,9337,684.0,1786,6,824.0,10,0,0,0,0,0,0,0,0,1,0,0,1,1,1
679,90000,7200,420.0,1040,4,0.0,60,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1313,130000,9600,393.0,2350,5,973.0,88,1,0,0,0,0,0,0,0,1,0,0,1,1,1
2534,155000,8640,530.0,1770,5,900.0,38,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1273,155000,7931,308.0,1269,5,1269.0,48,0,0,0,0,0,1,0,0,0,0,0,1,1,0
219,131500,11625,504.0,1039,5,1039.0,45,1,0,0,0,0,1,0,0,0,0,0,1,1,1
133,153000,9600,364.0,1520,6,1156.0,55,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,306000,11478,772.0,1704,8,1704.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2408,332200,7740,899.0,1686,9,1686.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1575,293077,9520,800.0,1646,8,1638.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1671,128000,17199,270.0,914,4,914.0,46,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2000,152000,5400,216.0,1616,6,1149.0,81,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2621,135000,10800,0.0,1192,4,720.0,57,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1996,117500,9900,205.0,2210,6,1008.0,127,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1976,127500,6000,576.0,1296,6,845.0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1861,373000,17778,676.0,2497,8,2461.0,26,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1600,98000,1477,0.0,1092,6,546.0,38,0,0,1,0,0,0,0,0,1,0,0,0,1,1
298,203135,19645,473.0,1652,7,423.0,16,0,0,0,0,0,0,0,0,0,0,1,0,1,1
875,191000,8750,512.0,1716,7,880.0,13,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1205,98000,7785,267.0,1014,5,0.0,52,0,0,0,0,0,1,0,0,0,0,0,1,1,1
763,179000,10800,0.0,1200,5,1200.0,22,0,1,0,0,0,1,0,0,0,0,0,0,1,1
512,245000,9139,492.0,1432,8,1422.0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0
